date, pm25, pm10, o3, no2, so2, co
2024-12-08, 46, 46, 13, 24, 1, 6
2024-12-09, 80, 31, 23, 20, 1, 4
2024-12-10, 63, 34, 20, 16, 1, 4
2024-12-11, 69, 64, 5, 26, 1, 8
2024-12-12, 125, 28, 24, 5, , 3
2024-12-13, 45, 24, 29, 7, , 3
2024-12-14, 40, 31, 26, 10, , 3
2024-12-15, 46, 32, 25, 15, , 5
2024-12-16, 58, 17, 27, 6, , 2
2024-12-17, 32, 16, 29, 7, , 4
2024-12-18, 32, 41, 16, 24, , 6
2024-12-19, 82, 38, 27, 15, 1, 8
2024-12-20, 70, 18, 27, 4, , 4
2024-12-21, 30, 25, 22, 15, , 6
2024-12-22, 51, 38, 23, 24, , 7
2024-12-23, 73, 69, 8, 35, 5, 10
2024-12-24, 129, 63, 29, 19, 1, 8
2024-12-25, 102, 25, 25, 8, , 2
2024-12-26, 45, 19, 25, 4, , 1
2024-12-27, 31, 38, 26, 10, , 3
2024-12-28, 51, 62, 7, 30, 1, 7
2024-12-29, 102, , , , , 
2024-12-31, , 41, 21, 21, 1, 5
2025-01-01, 72, 19, 28, 9, , 1
2025-01-02, 31, 37, 22, 17, , 2
2025-01-03, 57, 56, 11, 30, 1, 6
2025-01-04, 99, 44, 29, 17, 1, 5
2025-01-05, 71, 15, 26, 6, , 1
2025-01-06, 27, 12, 26, 3, , 2
2025-01-07, 16, 15, 28, 2, , 2
2025-01-08, 24, 15, 28, 4, , 1
2025-01-09, 34, 17, 26, 11, , 2
2025-01-10, 43, 29, 20, 16, 1, 4
2025-01-11, 61, 31, 27, 8, 1, 3
2025-01-12, 57, 50, 22, 21, 1, 6
2025-01-13, 92, 22, 25, 6, 1, 3
2025-01-14, 34, 28, 19, 10, , 4
2025-01-15, 46, 44, 25, 13, 1, 4
2025-01-16, 66, 68, 14, 30, 2, 8
2025-01-17, 109, 74, 12, 33, 3, 10
2025-01-18, 144, 34, 30, 15, 1, 5
2025-01-19, 66, 56, 16, 27, 2, 7
2025-01-20, 103, 40, 29, 19, 1, 4
2025-01-21, 82, 54, 22, 21, 3, 7
2025-01-22, 109, 65, 22, 22, 2, 8
2025-01-23, 145, 82, 32, 23, 3, 12
2025-01-24, 168, 90, 29, 21, 3, 13
2025-01-25, 176, 95, 29, 4, 1, 6
2025-01-26, 93, 22, 28, 1, 1, 4
2025-01-27, 23, 19, 30, 3, 1, 4
2025-01-28, 44, 73, 28, 10, 5, 7
2025-01-29, 164, 48, 28, 6, 3, 9
2025-01-30, 115, 58, 25, 8, 2, 9
2025-01-31, 136, 61, 22, 8, 2, 10
2025-02-01, 146, 37, 34, 6, 1, 6
2025-02-02, 88, 10, 33, 1, 1, 5
2025-02-03, 18, 16, 31, 3, 1, 5
2025-02-04, 30, 21, 31, 3, 1, 4
2025-02-05, 39, 58, 33, 2, 1, 3
2025-02-06, 54, 24, 32, 1, , 3
2025-02-07, 34, 15, 30, 2, 1, 3
2025-02-08, 30, 18, 28, 7, 1, 4
2025-02-09, 44, 63, 21, 30, 2, 8
2025-02-10, 126, 97, 16, 35, 5, 11
2025-02-11, 181, 20, 31, 5, 1, 2
2025-02-12, 30, 73, 28, 21, 4, 4
2025-02-13, 135, 57, 30, 22, 3, 5
2025-02-14, 108, 84, 38, 20, 3, 6
2025-02-15, 129, 27, 34, 4, 1, 1
2025-02-16, 47, 18, 32, 4, 1, 1
2025-02-17, 35, 32, 31, 14, 2, 3
2025-02-18, 64, 18, 32, 9, 1, 2
2025-02-19, 41, 16, 33, 8, 1, 3
2025-02-20, 33, 16, 31, 5, 1, 2
2025-02-21, 38, 15, 34, 4, 1, 2
2025-02-22, 29, 19, 34, 3, 1, 3
2025-02-23, 43, 45, 31, 19, 2, 6
2025-02-24, 81, 44, 37, 15, 2, 5
2025-02-25, 72, 51, 30, 26, 3, 6
2025-02-26, 86, 91, 39, 35, 5, 10
2025-02-27, 162, 104, 49, 40, 4, 12
2025-02-28, 179, 144, 52, 33, 5, 16
2025-03-01, 241, 56, 37, 9, 2, 7
2025-03-02, 114, 31, 39, 18, 2, 5
2025-03-03, 54, 44, 37, 10, 3, 2
2025-03-04, 74, 67, 34, 19, 3, 7
2025-03-05, 141, 15, 38, 8, 1, 2
2025-03-06, 39, 67, 39, 19, 3, 5
2025-03-07, 143, 79, 51, 20, 2, 6
2025-03-08, 168, 99, 58, 22, 3, 8
2025-03-09, 185, 94, 54, 13, 3, 7
2025-03-10, 180, 128, 28, 29, 3, 10
2025-03-11, 217, 52, 39, 8, 2, 3
2025-03-12, 59, 112, 34, 25, 5, 6
2025-03-13, 140, 64, 35, 11, 5, 6
2025-03-14, 87, 49, 31, 8, 4, 5
2025-03-15, 92, 17, 38, 8, 2, 2
2025-03-16, 44, 30, 40, 10, 1, 2
2025-03-17, 48, 37, 35, 8, 2, 3
2025-03-18, 59, 40, 41, 16, 2, 4
2025-03-19, 66, 31, 39, 14, 2, 4
2025-03-20, 45, 26, 42, 9, 2, 3
2025-03-21, 48, 45, 42, 5, 2, 2
2025-03-22, 64, 105, 45, 7, 3, 3
2025-03-23, 121, 81, 41, 6, 2, 2
2025-03-24, 77, 52, 37, 7, 2, 3
2025-03-25, 45, 76, 40, 8, 3, 4
2025-03-26, 102, 47, 35, 2, 1, 1
2025-03-27, 52, 26, 34, 3, 2, 1
2025-03-28, 50, 20, 36, 2, 2, 2
2025-03-29, 28, 43, 39, 13, 3, 3
2025-03-30, 68, 65, 39, 20, 3, 4
2025-03-31, 120, 42, 40, 10, 3, 3
2025-04-01, 65, 21, 41, 4, 2, 2
2025-04-02, 35, 58, 52, 11, 3, 4
2025-04-03, 98, 63, 41, 18, 4, 4
2025-04-04, 109, 23, 39, 4, 2, 2
2025-04-05, 32, 75, 55, 16, 6, 5
2025-04-06, 126, 58, 40, 14, 6, 6
2025-04-07, 106, 58, 51, 9, 3, 3
2025-04-08, 63, 55, 42, 10, 3, 7
2025-04-09, 90, 79, 66, 18, 3, 8
2025-04-10, 135, 112, 83, 12, 4, 6
2025-04-11, 155, 93, 34, 1, 2, 1
2025-04-12, 66, 64, 37, 1, 2, 1
2025-04-13, 69, 54, 44, 6, 3, 4
2025-04-14, 97, 52, 47, 19, 3, 6
2025-04-15, 94, 90, 79, 17, 6, 11
2025-04-16, 150, 54, 49, 8, 3, 7
2025-04-17, 103, 23, 30, 9, 3, 6
2025-04-18, 41, 40, 50, 6, 3, 6
2025-04-19, 97, 66, 79, 15, 4, 6
2025-04-20, 135, 72, 23, 20, 4, 10
2025-04-21, 148, 18, 47, 6, 2, 2
2025-04-22, 29, 51, 44, 12, 3, 3
2025-04-23, 64, 29, 40, 4, 2, 2
2025-04-24, 23, 55, 61, 15, 4, 5
2025-04-25, 77, 92, 85, 24, 6, 9
2025-04-26, 146, 24, 41, 5, 3, 3
2025-04-27, 39, 62, 56, 14, 3, 4
2025-04-28, 74, 59, 63, 17, 4, 6
2025-04-29, 81, 47, 42, 14, 1, 4
2025-04-30, 59, 31, 45, 5, , 2
2025-05-01, 43, 43, 35, 9, 2, 7
2025-05-02, 64, 20, 41, 3, , 2
2025-05-03, 36, 48, 67, 8, 1, 3
2025-05-04, 70, 50, 43, 8, , 6
2025-05-05, 99, 21, 47, 5, , 2
2025-05-06, 45, 97, 65, 9, 1, 5
2025-05-07, 113, 97, 75, 14, 2, 8
2025-05-08, 152, 34, 33, 6, 1, 7
2025-05-09, 61, 39, 48, 5, 1, 5
2025-05-10, 89, 57, 74, 15, 1, 7
2025-05-11, 121, 78, 112, 22, 2, 8
2025-05-12, 147, 76, 119, 14, 2, 8
2025-05-13, 126, 32, 41, 6, 1, 6
2025-05-14, 51, 44, 71, 6, 1, 5
2025-05-15, 73, 64, 104, 14, 2, 6
2025-05-16, 116, 56, 38, 3, , 1
2025-05-17, 48, 43, 47, 16, 1, 2
2025-05-18, 69, 54, 106, 15, 1, 5
2025-05-19, 87, 95, 129, 20, 3, 11
2025-05-20, 153, 72, 90, 7, 2, 9
2025-05-21, 123, 62, 36, 11, 2, 6
2025-05-22, 118, 38, 38, 8, 1, 3
2025-05-23, 98, 35, 47, 13, 1, 3
2025-05-24, 76, 54, 87, 12, 3, 4
2025-05-25, 87, 58, 101, 19, 2, 6
2025-05-26, 108, 42, 108, 17, 2, 5
2025-05-27, 74, 52, 107, 17, 2, 6
2025-05-28, 93, 61, 116, 13, 3, 8
2025-05-29, 121, 65, 102, 13, 2, 7
2025-05-30, 112, 67, 54, 21, 2, 10
2025-05-31, 130, 52, 73, 11, 2, 9
2025-06-01, 123, 18, 45, 8, 1, 3
2025-06-02, 49, 9, 41, 7, 1, 1
2025-06-03, 27, 20, 59, 11, 1, 2
2025-06-04, 34, 52, 132, 12, 2, 4
2025-06-05, 71, 33, 67, 8, 1, 2
2025-06-06, 62, 26, 73, 6, 2, 2
2025-06-07, 49, 48, 106, 12, 2, 3
2025-06-08, 78, 43, 70, 10, 3, 4
2025-06-09, 79, 26, 59, 10, 1, 2
2025-06-10, 52, 53, 108, 14, 2, 2
2025-06-11, 76, 74, 119, 11, 3, 4
2025-06-12, 109, 61, 128, 11, 4, 7
2025-06-13, 84, 42, 53, 7, 2, 8
2025-06-14, 99, 13, 39, 4, 1, 5
2025-06-15, 35, 13, 46, 6, 1, 4
2025-06-16, 30, 37, 120, 13, 2, 5
2025-06-17, 71, 61, 148, 12, 4, 10
2025-06-18, 102, 36, 87, 11, 1, 6
2025-06-19, 75, 26, 50, 9, 1, 4
2025-06-20, 63, 17, 60, 11, 1, 2
2025-06-21, 28, 32, 95, 16, 1, 3
2025-06-22, 50, 51, 144, 17, 3, 5
2025-06-23, 88, 55, 134, 14, 2, 6
2025-06-24, 105, 56, 152, 11, 5, 8
2025-06-25, 100, 57, 115, 12, 4, 8
2025-06-26, 97, 55, 66, 11, 1, 7
2025-06-27, 117, 40, 95, 7, 1, 7
2025-06-28, 94, 45, 88, 7, 1, 9
2025-06-29, 124, 40, 94, 7, 1, 6
2025-06-30, 109, 23, 61, 6, 1, 6
2025-07-01, 68, 29, 71, 8, 1, 7
2025-07-02, 67, 20, 37, 6, 1, 6
2025-07-03, 60, 29, 82, 8, , 5
2025-07-04, 88, 24, 50, 6, , 4
2025-07-05, 53, 12, 71, 5, 1, 2
2025-07-06, 22, 33, 89, 10, 2, 5
2025-07-07, 57, 32, 72, 7, 1, 5
2025-07-08, 67, 41, 61, 9, 2, 7
2025-07-09, 91, 26, 35, 7, 1, 4
2025-07-10, 68, 44, 75, 9, 1, 7
2025-07-11, 100, 44, 87, 8, 2, 5
2025-07-12, 101, 14, 52, 7, 1, 2
2025-07-13, 31, 37, 90, 14, 2, 5
2025-07-14, 63, 42, 42, 9, 2, 6
2025-07-15, 82, 28, 57, 6, 1, 7
2025-07-16, 78, 10, 59, 8, 1, 3
2025-07-17, 26, 35, 106, 10, 3, 5
2025-07-18, 62, 52, 91, 8, 3, 7
2025-07-19, 101, 20, 39, 5, 2, 7
2025-07-20, 50, 26, 76, 7, 1, 5
2025-07-21, 66, 38, 99, 12, 1, 7
2025-07-22, 90, 32, 70, 7, 1, 5
2025-07-23, 80, 20, 42, 6, 1, 4
2025-07-24, 52, 27, 46, 7, 1, 4
2025-07-25, 62, 37, 45, 7, 1, 4
2025-07-26, 102, 33, 45, 9, 1, 4
2025-07-27, 75, 25, 57, 7, 1, 5
2025-07-28, 67, 8, 55, 5, 1, 3
2025-07-29, 25, 13, 58, 8, 1, 2
2025-07-30, 31, 35, 62, 15, 1, 4
2025-07-31, 65, 44, 106, 11, 1, 5
2025-08-01, 85, 45, 81, 9, 2, 5
2025-08-02, 98, 25, 78, 7, 1, 4
2025-08-03, 72, 30, 52, 6, 2, 7
2025-08-04, 74, 23, 67, 6, 1, 5
2025-08-05, 65, 33, 95, 8, 1, 6
2025-08-06, 77, 22, 64, 10, 2, 4
2025-08-07, 46, 32, 37, 10, 2, 6
2025-08-08, 77, 12, 44, 7, 1, 3
2025-08-09, 35, 26, 80, 10, 1, 4
2025-08-10, 43, 36, 81, 6, 1, 4
2025-08-11, 68, 40, 53, 11, 2, 5
2025-08-12, 86, 21, 61, 8, 1, 5
2025-08-13, 53, 26, 66, 12, 2, 4
2025-08-14, 51, 37, 69, 8, 1, 6
2025-08-15, 89, 19, 60, 6, 1, 4
2025-08-16, 52, 31, 61, 8, 2, 6
2025-08-17, 74, 38, 57, 6, 2, 7
2025-08-18, 76, 21, 38, 9, 1, 5
2025-08-19, 49, 21, 53, 6, 1, 7
2025-08-20, 54, 28, 37, 6, 1, 7
2025-08-21, 74, 22, 58, 9, 1, 5
2025-08-22, 42, 23, 38, 9, 1, 5
2025-08-23, 45, 15, 38, 7, 1, 5
2025-08-24, 36, 22, 64, 10, 1, 5
2025-08-25, 51, 20, 55, 7, 1, 4
2025-08-26, 42, 22, 36, 6, 1, 5
2025-08-27, 54, 15, 42, 7, 1, 5
2025-08-28, 36, 41, 39, 13, , 6
2025-08-29, 84, 33, 51, 10, 1, 5
2025-08-30, 75, 24, 65, 6, 2, 3
2025-08-31, 54, 21, 78, 6, 2, 3
2025-09-01, 45, 40, 73, 7, , 4
2025-09-02, 80, 39, 75, 6, 1, 4
2025-09-03, 85, 50, 89, 10, 1, 5
2025-09-04, 110, 45, 43, 10, 1, 4
2025-09-05, 94, 26, 48, 10, 1, 3
2025-09-06, 55, 35, 40, 11, 1, 2
2025-09-07, 49, 24, 63, 12, 1, 1
2025-09-08, 36, 52, 94, 14, 1, 5
2025-09-09, 88, 39, 62, 11, 1, 4
2025-09-10, 73, 52, 80, 12, 1, 5
2025-09-11, 101, 57, 69, 15, 1, 5
2025-09-12, 115, 47, 71, 13, 1, 5
2025-09-13, 95, 29, 40, 13, 1, 3
2025-09-14, 55, 20, 19, 11, 2, 4
2025-09-15, 34, 18, 26, 9, 1, 3
2025-09-16, 38, 16, 25, 11, 1, 2
2025-09-17, 23, 22, 37, 11, 1, 2
2025-09-18, 33, 31, 43, 13, 1, 3
2025-09-19, 50, 38, 54, 13, 1, 4
2025-09-20, 65, 45, 79, 14, 2, 5
2025-09-21, 82, 25, 42, 6, 1, 3
2025-09-22, 54, 46, 32, 14, 1, 4
2025-09-23, 83, 57, 40, 11, 1, 5
2025-09-24, 119, 44, 62, 15, 2, 6
2025-09-25, 71, 43, 71, 13, 2, 5
2025-09-26, 69, 49, 55, 15, 1, 5
2025-09-27, 92, 38, 48, 10, 1, 5
2025-09-28, 73, 35, 53, 15, 2, 4
2025-09-29, 57, 36, 71, 12, 2, 3
2025-09-30, 62, 45, 37, 18, 2, 4
2025-10-01, 76, 49, 54, 12, 2, 4
2025-10-02, 80, 44, 37, 13, 2, 5
2025-10-03, 80, 47, 52, 15, 1, 7
2025-10-04, 95, 41, 25, 12, 2, 6
2025-10-05, 81, 19, 30, 6, 2, 4
2025-10-06, 39, 47, 36, 12, 1, 6
2025-10-07, 91, 23, 17, 8, 1, 5
2025-10-08, 47, 8, 17, 8, 1, 3
2025-10-09, 21, 13, 22, 7, 1, 3
2025-10-10, 37, 18, 17, 11, 1, 4
2025-10-11, 46, 35, 13, 13, 2, 6
2025-10-12, 60, 54, 25, 16, 1, 7
2025-10-13, 86, 45, 40, 18, 1, 6
2025-10-14, 86, 69, 40, 20, 2, 8
2025-10-15, 139, 63, 14, 12, 1, 8
2025-10-16, 123, 28, 20, 8, 1, 4
2025-10-17, 57, 13, 21, 6, 1, 2
2025-10-18, 27, 14, 26, 5, , 3
2025-10-19, 28, 16, 22, 6, 1, 2
2025-10-20, 39, 26, 23, 11, 1, 2
2025-10-21, 48, 49, 13, 17, 1, 4
2025-10-22, 95, 58, 25, 14, 1, 5
2025-10-23, 138, 76, 23, 20, 1, 8
2025-10-24, 161, 92, 26, 18, 1, 7
2025-10-25, 176, 23, 25, 10, 1, 3
2025-10-26, 68, 34, 25, 16, 1, 2
2025-10-27, 65, 84, 26, 20, 2, 6
2025-10-28, 146, 123, 18, 17, 1, 8
2025-10-29, 200, 92, 16, 16, 1, 10
2025-10-30, 179, 42, 25, 14, 1, 5
2025-10-31, 98, 43, 31, 11, 1, 4
2025-11-01, 109, 17, 25, 9, 1, 2
2025-11-02, 46, 60, 24, 21, 2, 5
2025-11-03, 112, 75, 27, 24, 2, 7
2025-11-04, 145, 115, 15, 33, 2, 12
2025-11-05, 197, 110, 18, 24, 2, 11
2025-11-06, 195, 70, 12, 22, 2, 12
2025-11-07, 142, 53, 18, 14, 1, 9
2025-11-08, 132, 25, 26, 10, 1, 6
2025-11-09, 45, 46, 16, 22, 1, 8
2025-11-10, 74, 72, 18, 27, 2, 8
2025-11-11, 118, 80, 27, 27, 2, 11
2025-11-12, 119, 23, 25, 14, 1, 3
2025-11-13, 37, 58, 14, 26, 2, 7
2025-11-14, 100, 78, 16, 30, 2, 9
2025-11-15, 128, 27, 22, 6, 1, 3
2025-11-16, 51, 17, 18, 3, 1, 1
2025-11-17, 19, 23, 24, 8, 1, 1
2025-11-18, 35, 46, 20, 19, 2, 4
2025-11-19, 77, 27, 26, 8, 2, 2
2025-11-20, 57, 62, 25, 20, 2, 5
2025-11-21, 121, 60, 13, 28, 2, 8
2025-11-22, 114, 86, 20, 30, 2, 8
2025-11-23, 151, 49, 24, 15, 1, 5
2025-11-24, 75, 39, 21, 10, 1, 4
2025-11-25, 43, 75, 24, 21, 2, 7
2025-11-26, 106, 30, 23, 6, 1, 4
2025-11-27, 37, 76, 12, 25, 3, 7
2025-11-28, 114, 97, 18, 27, 2, 9
2025-11-29, 143, 99, 28, 16, 2, 6
2025-11-30, 105, 25, 25, 3, 1, 2
2025-12-01, 26, 14, 25, 2, 1, 2
2025-12-02, 18, 29, 23, 9, 1, 3
2025-12-03, 50, 30, 23, 13, 1, 4
2025-12-04, 57, 54, 17, 20, 3, 7
2025-12-05, 99, 77, 13, 29, 3, 11
2025-12-06, 150, 50, 28, 13, 1, 7
2025-12-07, 62, 25, 18, 9, 1, 3
2025-12-08, 38, 57, 11, 24, 2, 7
2025-12-09, 101, 71, 8, 26, 3, 8
2025-12-10, 140, 56, 16, 17, 3, 8
2025-12-11, 113, 41, 11, 15, 2, 8
2025-12-12, 71, 26, 24, 10, 1, 7
2025-12-13, 69, 46, 23, 14, 1, 8
2025-12-14, 87, 69, 13, 26, 2, 10
2025-12-15, 130, 51, 25, 17, 2, 9
2025-12-16, 97, 82, 19, 25, 3, 12
2025-12-17, 154, 121, 4, 33, 1, 12
2025-12-18, 201, 83, 27, 19, 1, 7
2025-12-19, 153, 8, 24, 4, 1, 2
2025-12-20, 14, 28, 17, 15, 1, 4
2025-12-21, 46, 66, 6, 22, 2, 8
2025-12-22, 117, 36, 27, 13, 1, 6
2025-12-23, 81, 16, 25, 12, 1, 4
2025-12-24, 30, 21, 20, 6, 1, 2
2025-12-25, 49, 53, 6, 21, 2, 6
2025-12-26, 112, 60, 10, 20, 2, 7
2025-12-27, 128, 87, 3, 32, 2, 14
2025-12-28, 165, , , , , 
2025-12-31, , 23, 23, 11, 1, 4
2026-01-01, 45, 38, 17, 13, 2, 6
2026-01-02, 73, 43, 16, 20, 1, 7
2026-01-03, 86, 55, 16, 21, 2, 8
2026-01-04, 108, 45, 21, 20, 2, 8
2026-01-05, 89, 35, 27, 12, 2, 4
2026-01-06, 63, 26, 25, 9, 2, 3
2026-01-07, 44, 50, 16, 22, 2, 6
2026-01-08, 88, 82, 30, 24, 2, 7
2026-01-09, 124, 34, 26, 1, 1, 2
2026-01-10, 27, 30, 22, 5, 2, 4
2026-01-11, 44, 58, 24, 22, 2, 6
2026-01-12, 94, 29, 24, 14, 2, 5
2026-01-13, 53, 62, 5, 27, 2, 8
2026-01-14, 120, 97, 10, 32, 2, 11
2026-01-15, 163, 45, 25, 11, 2, 5
2026-01-16, 81, 27, 23, 8, 2, 4
2026-01-17, 48, 36, 28, 10, 2, 6
2026-01-18, 76, 16, 26, 4, 1, 3
2026-01-19, 34, 20, 25, 8, 1, 4
2026-01-20, 38, 21, 24, 9, 1, 3
2026-01-21, 45, 33, 17, 18, 1, 4
2026-01-22, 62, 44, 24, 18, 2, 5
2026-01-23, 87, 36, 17, 23, 2, 5
2026-01-24, 71, 40, 21, 14, 3, 6
2026-01-25, 84, 65, 20, 16, 2, 6
2026-01-26, 115, 33, 24, 13, 1, 5
2026-01-27, 55, 60, 20, 18, 3, 9
2026-01-28, 112, 63, 19, 13, 2, 7
2026-01-29, 128, 82, 21, 20, 2, 7
2026-01-30, 165, 68, 26, 17, 1, 6
2026-01-31, 137, 36, 30, 13, 1, 3
2026-02-01, 68, 26, 25, 10, 1, 2
2026-02-02, 45, 84, 24, 23, 2, 7
2026-02-03, 122, 79, 25, 27, 3, 7
2026-02-04, 160, 36, 30, 8, 1, 3
2026-02-05, 49, 15, 30, 6, 1, 1
2026-02-06, 23, 16, 30, 6, 2, 1
2026-02-07, 23, 30, 24, 11, 2, 3
2026-02-08, 57, 69, 17, 25, 3, 6
2026-02-09, 128, 71, 29, 19, 3, 7
2026-02-10, 115, 36, 32, 12, 3, 5
2026-02-11, 63, 68, 32, 18, 3, 7
2026-02-12, 127, 77, 43, 19, 4, 8
2026-02-13, 137, 67, 36, 17, 3, 7
2026-02-14, 107, 23, 34, 2, 2, 1
2026-02-15, 25, 23, 33, 3, 2, 2
2026-02-16, 43, 55, 36, 9, 4, 6
2026-02-17, 126, 28, 38, 5, 2, 4
2026-02-18, 58, 58, 41, 10, 3, 7
2026-02-19, 120, 70, 45, 16, 3, 9
2026-02-20, 152, 141, 41, 14, 4, 9
2026-02-21, 148, 29, 30, 1, 2, 2
2026-02-22, 22, , , , , 
